title,salary_from,salary_to,currency,url,site
Data Scientist,,,,https://krasnoyarsk.hh.ru/vacancy/40593090?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
Software Engineer / Python Lead / Head of backend,350000,450000,руб,https://krasnoyarsk.hh.ru/vacancy/47651595?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
Data scientist,200000,200000,руб,https://krasnoyarsk.hh.ru/vacancy/48252187?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
Junior Quantitative Analyst,200000,250000,руб,https://krasnoyarsk.hh.ru/vacancy/45972832?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
QA Automation Engineer (Python),,,,https://krasnoyarsk.hh.ru/vacancy/48252745?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
Middle/Senior Python Developer for AlmaLinux [Remote],,,,https://krasnoyarsk.hh.ru/vacancy/46342038?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
Python разработчик (middle/senior),,,,https://krasnoyarsk.hh.ru/vacancy/43961654?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
Python-разработчик в Яндекс.Услуги,,,,https://krasnoyarsk.hh.ru/vacancy/48225376?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
DataOps/Data Engineer,,,,https://krasnoyarsk.hh.ru/vacancy/41557398?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
Data Engineer,80000,150000,руб,https://krasnoyarsk.hh.ru/vacancy/47249953?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
"Cloud Data Scientist (AWS, remote)",300000,,руб,https://krasnoyarsk.hh.ru/vacancy/47414035?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
SQL разработчик,100000,,руб,https://krasnoyarsk.hh.ru/vacancy/44687791?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
Фахівець з розвитку BI-рішень (MS BI Data Engineer),,,,https://krasnoyarsk.hh.ru/vacancy/47904107?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
Старший методист по Python,,,,https://krasnoyarsk.hh.ru/vacancy/48245770?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
Data Scientist,100000,,руб,https://krasnoyarsk.hh.ru/vacancy/47771100?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=30
DevOps / SRE,5700,7000,USD,https://krasnoyarsk.hh.ru/vacancy/48237202?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Senior Data Scientist ( Computer Vision ),,,,https://krasnoyarsk.hh.ru/vacancy/48103298?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Middle Python Developer for CloudLinux OS [Remote],,,,https://krasnoyarsk.hh.ru/vacancy/46052495?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Middle Python Developer for CloudLinux OS [Remote],,,,https://krasnoyarsk.hh.ru/vacancy/46052544?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Python Data Engineer (R&D),,,,https://krasnoyarsk.hh.ru/vacancy/47635877?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Python разработчик в SberDevices (направление Речевые Технологии),,,,https://krasnoyarsk.hh.ru/vacancy/47981591?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Junior Quantitative Analyst,200000,250000,руб,https://krasnoyarsk.hh.ru/vacancy/46992476?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Программист,100000,,руб,https://krasnoyarsk.hh.ru/vacancy/48036113?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Data Engineer,,400000,руб,https://krasnoyarsk.hh.ru/vacancy/45396149?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Django разработчик (удаленно),100000,200000,руб,https://krasnoyarsk.hh.ru/vacancy/47988281?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Аналитик данных,,,,https://krasnoyarsk.hh.ru/vacancy/48098082?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Data analyst,,,,https://krasnoyarsk.hh.ru/vacancy/47986473?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Junior Quantitative Analyst,200000,250000,руб,https://krasnoyarsk.hh.ru/vacancy/45972734?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
DevOps Engineer,2000,,EUR,https://krasnoyarsk.hh.ru/vacancy/48148964?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Senior Data Scientist (Recommender Systems),220000,300000,руб,https://krasnoyarsk.hh.ru/vacancy/46476387?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Разработчик С (Linux),100000,200000,руб,https://krasnoyarsk.hh.ru/vacancy/47918388?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Computer Vision Engineer,,,,https://krasnoyarsk.hh.ru/vacancy/48148845?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Разработчик Oracle,,200000,руб,https://krasnoyarsk.hh.ru/vacancy/48075827?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Методист по Python,,,,https://krasnoyarsk.hh.ru/vacancy/48236001?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Backend Developer Data Mining направления,120000,200000,руб,https://krasnoyarsk.hh.ru/vacancy/47212469?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=31
Провідний спеціаліст з аналітичного забезпечення Управління Data Science,,,,https://krasnoyarsk.hh.ru/vacancy/48055971?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
DevOps инженер,,,,https://krasnoyarsk.hh.ru/vacancy/48023840?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
QA Engineer/тестировщик (Python),,,,https://krasnoyarsk.hh.ru/vacancy/47329042?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Product Analyst (SQL+R/Python),,,,https://krasnoyarsk.hh.ru/vacancy/47608292?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Data Analyst,200000,,руб,https://krasnoyarsk.hh.ru/vacancy/46956577?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Data-инженер/ разработчик DWH,,,,https://krasnoyarsk.hh.ru/vacancy/48265179?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Kotlin Engineer,5000,,USD,https://krasnoyarsk.hh.ru/vacancy/47610807?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Data Scientist,,,,https://krasnoyarsk.hh.ru/vacancy/48250563?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Методист по Python,,,,https://krasnoyarsk.hh.ru/vacancy/48236000?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
"Преподаватель Big data, Hadoop, SQL, Java",,200000,руб,https://krasnoyarsk.hh.ru/vacancy/47989913?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Junior Data Analyst BI,,,,https://krasnoyarsk.hh.ru/vacancy/47708671?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
DevOps Engineer (Azure Stack),2500,,USD,https://krasnoyarsk.hh.ru/vacancy/48248938?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
DevOps Engineer (Bioinformatics),200000,270000,руб,https://krasnoyarsk.hh.ru/vacancy/46797846?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Data Engineer / Дата инженер,,,,https://krasnoyarsk.hh.ru/vacancy/48239078?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Главный специалист розничных рисков (data scientist),,,,https://krasnoyarsk.hh.ru/vacancy/47677573?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Data Analyst,,,,https://krasnoyarsk.hh.ru/vacancy/48137291?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Инженер по автоматизации тестирования Python (MaxPatrol),,,,https://krasnoyarsk.hh.ru/vacancy/47970112?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Data engineer/Data administrator [Remote],,,,https://krasnoyarsk.hh.ru/vacancy/46269434?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
DevOps Engineer,,,,https://krasnoyarsk.hh.ru/vacancy/48016984?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Senior Data scientist (Computer Vision),,,,https://krasnoyarsk.hh.ru/vacancy/47357797?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=32
Senior Data Analyst / Ведущий аналитик,,,,https://krasnoyarsk.hh.ru/vacancy/45011162?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Data Engineer (Fintech Solutions),,,,https://krasnoyarsk.hh.ru/vacancy/47531457?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Data Engineer (junior),,,,https://krasnoyarsk.hh.ru/vacancy/47712132?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Senior Data Engineer (Modus),,,,https://krasnoyarsk.hh.ru/vacancy/48004027?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Data Analyst,200000,,руб,https://krasnoyarsk.hh.ru/vacancy/46956576?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Senior Python Developer (Media Distribution Platform),,,,https://krasnoyarsk.hh.ru/vacancy/47532258?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Junior+ Data Engineer,120000,150000,руб,https://krasnoyarsk.hh.ru/vacancy/47776845?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Backend-разработчик в Evrone (Ruby),,340000,руб,https://krasnoyarsk.hh.ru/vacancy/41119009?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Программист разработчик SQL (SQL Developer),90000,150000,руб,https://krasnoyarsk.hh.ru/vacancy/47423277?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Разработчик средств автоматизации (Python),,,,https://krasnoyarsk.hh.ru/vacancy/45889797?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Quantitative Researcher,350000,,руб,https://krasnoyarsk.hh.ru/vacancy/45972952?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
"Middle Python Developer (Cybersecurity, SOC)",,,,https://krasnoyarsk.hh.ru/vacancy/47453852?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Data Engineer / Architect,,,,https://krasnoyarsk.hh.ru/vacancy/48172969?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Middle/Senior Auto Test Engineer QA Python,,,,https://krasnoyarsk.hh.ru/vacancy/47554728?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Fullstack/Backend разработчик,1500,3000,USD,https://krasnoyarsk.hh.ru/vacancy/47778441?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
DevOps Engineer (Удалённо),4000,8000,USD,https://krasnoyarsk.hh.ru/vacancy/47814618?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Data Engineer,200000,,руб,https://krasnoyarsk.hh.ru/vacancy/46281788?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Lead Data Engineer,,,,https://krasnoyarsk.hh.ru/vacancy/45787217?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Data Scientist,,,,https://krasnoyarsk.hh.ru/vacancy/48235917?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
DevOps,,,,https://krasnoyarsk.hh.ru/vacancy/47608513?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=33
Бізнес-аналітик баз даних (SQL),,,,https://krasnoyarsk.hh.ru/vacancy/47988362?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Аналітик (SQL),,,,https://krasnoyarsk.hh.ru/vacancy/47588126?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Data-инженер / разработчик DWH,,,,https://krasnoyarsk.hh.ru/vacancy/48265180?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
DevOps Engineer (Big Data),,,,https://krasnoyarsk.hh.ru/vacancy/47944168?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Big Data Test Engineer,,,,https://krasnoyarsk.hh.ru/vacancy/47524597?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Junior Data-аналитик / Аналитик данных / Data Analyst,,,,https://krasnoyarsk.hh.ru/vacancy/48236458?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
QA Еngineer (Automation),,200000,руб,https://krasnoyarsk.hh.ru/vacancy/48169559?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
"Backend-разработчик (Go, Golang)",160000,,руб,https://krasnoyarsk.hh.ru/vacancy/48099133?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Программист встроенных систем Linux,250000,350000,руб,https://krasnoyarsk.hh.ru/vacancy/48118337?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Аналитик - разработчик по анонимизации данных (Data Masking),120000,,руб,https://krasnoyarsk.hh.ru/vacancy/47971135?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Data Scientist (RecSys),,,,https://krasnoyarsk.hh.ru/vacancy/47889668?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Senior Python разработчик в SberDevices (инфраструктура поиска),,,,https://krasnoyarsk.hh.ru/vacancy/44205479?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Backend разработчик,160000,,руб,https://krasnoyarsk.hh.ru/vacancy/47309006?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
"Senior Software Engineer, Database Engineering (Cube Core)",6000,,USD,https://krasnoyarsk.hh.ru/vacancy/46377490?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Lead Data Engineer (DWH Developer),,,,https://krasnoyarsk.hh.ru/vacancy/48069766?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Data science team lead,,,,https://krasnoyarsk.hh.ru/vacancy/47405663?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Data scientist (Junior/Middle) в консалтинг,,,,https://krasnoyarsk.hh.ru/vacancy/47676335?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Senior / Lead Data Analyst,,,,https://krasnoyarsk.hh.ru/vacancy/47467504?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Младший аналитик информационной безопасности SOC,,,,https://krasnoyarsk.hh.ru/vacancy/44103542?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Junior / Middle Data analyst,,150000,руб,https://krasnoyarsk.hh.ru/vacancy/48009723?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=34
Аналитик данных (IT продукт),190000,300000,руб,https://krasnoyarsk.hh.ru/vacancy/47456048?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=35
Data Scientist (NLP),,,,https://krasnoyarsk.hh.ru/vacancy/47395993?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=35
Data Scientist в Skypro,,,,https://krasnoyarsk.hh.ru/vacancy/47900395?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=35
DevOps/C++ Development Engineer,100000,,руб,https://krasnoyarsk.hh.ru/vacancy/47686772?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=35
Data Analyst в Operations,150000,220000,руб,https://krasnoyarsk.hh.ru/vacancy/46940090?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=35
Системный инженер (Python),,,,https://krasnoyarsk.hh.ru/vacancy/48247496?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=35
DevOps engineer,5000,,USD,https://krasnoyarsk.hh.ru/vacancy/47175180?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=35
Middle ML Engineer / MLOps,4500,,USD,https://krasnoyarsk.hh.ru/vacancy/47435504?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=35
FullStack (Python+React) Developer,,,,https://krasnoyarsk.hh.ru/vacancy/47532585?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=35
QA Engineer (Automation),150000,200000,руб,https://krasnoyarsk.hh.ru/vacancy/47027558?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=35
Data engineer/Data administrator [Remote],,,,https://krasnoyarsk.hh.ru/vacancy/46269345?from=vacancy_search_list&query=Python,https://krasnoyarsk.hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&st=searchVacancy&text=Python&page=35
